recipe_id,tag_name
393638,easy
393638,beginner-cook
393638,dietary
393638,high-protein
393638,low-carb
393638,inexpensive
393638,ground-beef
393638,high-in-something
393638,low-in-something
393638,meat
232086,60-minutes-or-less
232086,time-to-make
232086,course
232086,preparation
232086,breads
232086,easy
232086,muffins
232086,quick-breads
232086,3-steps-or-less
232088,60-minutes-or-less
232088,time-to-make
232088,course
232088,preparation
232088,for-large-groups
232088,desserts
232088,cookies-and-brownies
232088,number-of-servings
232090,60-minutes-or-less
232090,time-to-make
232090,course
232090,main-ingredient
232090,preparation
232090,main-dish
232090,beef
232090,meat
232090,steak
232095,60-minutes-or-less
232095,time-to-make
232095,course
232095,main-ingredient
232095,cuisine
232095,preparation
232095,for-1-or-2
232095,healthy
232095,main-dish
232095,pasta
232095,vegetables
232095,european
232095,vegetarian
232095,italian
232095,dietary
232095,low-cholesterol
232095,mushrooms
232095,healthy-2
232095,low-in-something
232095,pasta-rice-and-grains
232095,ravioli-tortellini
232095,number-of-servings
232096,15-minutes-or-less
232096,time-to-make
232096,course
232096,main-ingredient
232096,cuisine
232096,preparation
232096,occasion
232096,north-american
232096,for-1-or-2
232096,5-ingredients-or-less
232096,desserts
232096,fruit
232096,american
232096,easy
232096,beginner-cook
232096,kid-friendly
232096,spring
232096,summer
232096,cakes
232096,frozen-desserts
232096,dietary
232096,seasonal
232096,comfort-food
232096,inexpensive
232096,northeastern-united-states
232096,toddler-friendly
232096,berries
232096,strawberries
232096,taste-mood
232096,number-of-servings
232097,60-minutes-or-less
232097,time-to-make
232097,course
232097,main-ingredient
232097,cuisine
232097,preparation
232097,north-american
232097,soups-stews
232097,poultry
232097,american
232097,southwestern-united-states
232097,tex-mex
232097,chicken
232097,meat
232097,chicken-breasts
232099,time-to-make
232099,course
232099,main-ingredient
232099,cuisine
232099,preparation
232099,occasion
232099,appetizers
232099,main-dish
232099,eggs-dairy
232099,seafood
232099,european
232099,dinner-party
232099,kid-friendly
232099,spring
232099,summer
232099,dips
232099,swiss
232099,shrimp
232099,cheese
232099,crock-pot-slow-cooker
232099,dietary
232099,spicy
232099,one-dish-meal
232099,seasonal
232099,shellfish
232099,taste-mood
232099,equipment
232099,4-hours-or-less
232102,60-minutes-or-less
232102,time-to-make
232102,course
232102,cuisine
232102,preparation
232102,north-american
232102,low-protein
232102,side-dishes
232102,caribbean
232102,easy
232102,central-american
232102,stove-top
232102,dietary
232102,low-sodium
232102,low-cholesterol
232102,low-saturated-fat
232102,low-calorie
232102,low-carb
232102,low-in-something
232102,equipment
232102,3-steps-or-less
232103,time-to-make
232103,course
232103,cuisine
232103,preparation
232103,north-american
232103,for-large-groups
232103,jams-and-preserves
232103,lunch
232103,condiments-etc
232103,snacks
232103,easy
232103,number-of-servings
232103,4-hours-or-less
232057,60-minutes-or-less
232057,time-to-make
232057,course
232057,main-ingredient
232057,cuisine
232057,preparation
232057,north-american
232057,main-dish
232057,beef
232057,pasta
232057,american
232057,southwestern-united-states
232057,tex-mex
232057,one-dish-meal
232057,ground-beef
232057,meat
232057,pasta-rice-and-grains
232057,elbow-macaroni
202033,course
202033,main-ingredient
202033,preparation
202033,occasion
202033,main-dish
202033,soups-stews
202033,beans
202033,vegetables
202033,easy
202033,vegan
202033,vegetarian
202033,chili
202033,crock-pot-slow-cooker
202033,dietary
202033,comfort-food
202033,lentils
202033,black-beans
202033,taste-mood
202033,equipment
202033,3-steps-or-less
503579,15-minutes-or-less
503579,time-to-make
503579,course
503579,cuisine
503579,preparation
503579,occasion
503579,for-large-groups
503579,healthy
503579,condiments-etc
503579,african
503579,easy
503579,no-cook
503579,moroccan
503579,dietary
503579,spicy
503579,low-sodium
503579,high-calcium
503579,high-fiber
503579,high-in-something
503579,low-in-something
503579,taste-mood
503579,number-of-servings
503579,3-steps-or-less
503579,technique
505092,60-minutes-or-less
505092,time-to-make
505092,course
505092,preparation
505092,occasion
505092,pies-and-tarts
505092,tarts
505092,desserts
505092,dinner-party
505092,holiday-event
505092,pies
412809,time-to-make
412809,course
412809,preparation
412809,main-dish
412809,vegetarian
412809,dietary
412809,gluten-free
412809,egg-free
412809,free-of-something
412809,4-hours-or-less
696,weeknight
696,time-to-make
696,course
696,main-ingredient
696,cuisine
696,preparation
696,occasion
696,desserts
696,eggs-dairy
696,french
696,oven
696,european
696,dinner-party
696,dietary
696,gluten-free
696,free-of-something
696,equipment
696,4-hours-or-less
232105,60-minutes-or-less
232105,time-to-make
232105,course
232105,main-ingredient
232105,cuisine
232105,preparation
232105,occasion
232105,south-west-pacific
232105,for-1-or-2
232105,5-ingredients-or-less
232105,main-dish
232105,lamb-sheep
232105,easy
232105,dinner-party
232105,new-zealand
232105,meat
232105,number-of-servings
248232,30-minutes-or-less
248232,time-to-make
248232,course
248232,cuisine
248232,preparation
248232,north-american
248232,5-ingredients-or-less
248232,desserts
248232,easy
248232,cookies-and-brownies
248232,dietary
248232,high-calcium
248232,high-in-something
494714,60-minutes-or-less
494714,time-to-make
494714,course
494714,main-ingredient
494714,cuisine
494714,preparation
494714,occasion
494714,north-american
494714,main-dish
494714,beef
494714,american
494714,easy
494714,beginner-cook
494714,kid-friendly
494714,dietary
494714,spicy
494714,one-dish-meal
494714,comfort-food
494714,midwestern
494714,meat
494714,beef-sausage
494714,taste-mood
494714,savory
232107,30-minutes-or-less
232107,time-to-make
232107,course
232107,preparation
232107,occasion
232107,desserts
232107,oven
232107,easy
232107,beginner-cook
232107,finger-food
232107,heirloom-historical
232107,holiday-event
232107,kid-friendly
232107,picnic
232107,vegetarian
232107,cakes
232107,dietary
232107,oamc-freezer-make-ahead
232107,ramadan
232107,toddler-friendly
232107,taste-mood
232107,sweet
232107,to-go
232107,equipment
232107,number-of-servings
232107,presentation
232107,served-cold
232108,15-minutes-or-less
232108,time-to-make
232108,course
232108,main-ingredient
232108,cuisine
232108,preparation
232108,occasion
232108,south-west-pacific
232108,main-dish
232108,seafood
232108,vegetables
232108,easy
232108,beginner-cook
232108,dinner-party
232108,kid-friendly
232108,romantic
232108,shrimp
232108,dietary
232108,one-dish-meal
232108,comfort-food
232108,egg-free
232108,new-zealand
232108,free-of-something
232108,shellfish
232108,onions
232108,peppers
232108,taste-mood
232108,presentation
232108,served-hot
232111,bacon
232111,60-minutes-or-less
232111,time-to-make
232111,course
232111,main-ingredient
232111,preparation
232111,occasion
232111,main-dish
232111,eggs-dairy
232111,pork
232111,easy
232111,holiday-event
232111,cheese
232111,independence-day
232111,meat
232111,pork-loins
232111,superbowl
251759,60-minutes-or-less
251759,time-to-make
251759,course
251759,preparation
251759,occasion
251759,for-large-groups
251759,rolled-cookies
251759,desserts
251759,holiday-event
251759,cookies-and-brownies
251759,halloween
251759,number-of-servings
286971,15-minutes-or-less
286971,time-to-make
286971,course
286971,main-ingredient
286971,cuisine
286971,preparation
286971,occasion
286971,desserts
286971,eggs-dairy
286971,easy
286971,european
286971,beginner-cook
286971,dinner-party
286971,vegetarian
286971,frozen-desserts
286971,english
286971,dietary
286971,comfort-food
286971,taste-mood
286971,sweet
286971,equipment
286971,small-appliance
286971,3-steps-or-less
232064,time-to-make
232064,course
232064,main-ingredient
232064,cuisine
232064,preparation
232064,occasion
232064,north-american
232064,low-protein
232064,bisques-cream-soups
232064,soups-stews
232064,beans
232064,mexican
232064,food-processor-blender
232064,oaxacan
232064,dietary
232064,low-sodium
232064,low-cholesterol
232064,low-saturated-fat
232064,low-calorie
232064,comfort-food
232064,low-carb
232064,low-in-something
232064,taste-mood
232064,savory
232064,equipment
232064,small-appliance
232064,4-hours-or-less
350688,15-minutes-or-less
350688,time-to-make
350688,course
350688,main-ingredient
350688,preparation
350688,healthy
350688,5-ingredients-or-less
350688,very-low-carbs
350688,appetizers
350688,lunch
350688,snacks
350688,seafood
350688,easy
350688,beginner-cook
350688,shrimp
350688,dietary
350688,low-saturated-fat
350688,low-calorie
350688,high-protein
350688,low-carb
350688,high-in-something
350688,low-in-something
350688,shellfish
232115,60-minutes-or-less
232115,time-to-make
232115,course
232115,main-ingredient
232115,preparation
232115,appetizers
232115,eggs-dairy
232115,dips
232115,cheese
232117,60-minutes-or-less
232117,time-to-make
232117,course
232117,main-ingredient
232117,cuisine
232117,preparation
232117,desserts
232117,eggs-dairy
232117,easy
232117,european
232117,italian
232119,15-minutes-or-less
232119,time-to-make
232119,course
232119,cuisine
232119,preparation
232119,occasion
232119,puerto-rican
232119,north-american
232119,for-1-or-2
232119,beverages
232119,caribbean
232119,easy
232119,central-american
232119,beginner-cook
232119,holiday-event
232119,picnic
232119,summer
232119,cocktails
232119,cuban
232119,seasonal
232119,independence-day
232119,to-go
232119,camping
232119,number-of-servings
232119,presentation
232119,served-cold
232119,3-steps-or-less
87750,60-minutes-or-less
87750,time-to-make
87750,course
87750,cuisine
87750,preparation
87750,north-american
87750,breads
87750,american
87750,southern-united-states
87750,creole
87750,dietary
87750,high-calcium
87750,quick-breads
87750,high-in-something
127155,60-minutes-or-less
127155,time-to-make
127155,course
127155,main-ingredient
127155,preparation
127155,occasion
127155,appetizers
127155,seafood
127155,vegetables
127155,potluck
127155,dinner-party
127155,finger-food
127155,holiday-event
127155,crab
127155,dietary
127155,low-calorie
127155,low-carb
127155,mushrooms
127155,low-in-something
127155,shellfish
127155,brunch
127155,to-go
127155,presentation
145772,time-to-make
145772,course
145772,main-ingredient
145772,preparation
145772,side-dishes
145772,potatoes
145772,vegetables
145772,dietary
145772,4-hours-or-less
145160,15-minutes-or-less
145160,time-to-make
145160,course
145160,main-ingredient
145160,cuisine
145160,preparation
145160,occasion
145160,north-american
145160,low-protein
145160,appetizers
145160,side-dishes
145160,potatoes
145160,vegetables
145160,easy
145160,beginner-cook
145160,fall
145160,holiday-event
145160,winter
145160,dietary
145160,thanksgiving
145160,seasonal
145160,low-calorie
145160,inexpensive
145160,low-in-something
145160,3-steps-or-less
171489,15-minutes-or-less
171489,time-to-make
171489,course
171489,main-ingredient
171489,preparation
171489,occasion
171489,low-protein
171489,healthy
171489,5-ingredients-or-less
171489,sauces
171489,condiments-etc
171489,fruit
171489,easy
171489,beginner-cook
171489,dinner-party
171489,low-fat
171489,romantic
171489,dietary
171489,low-sodium
171489,low-cholesterol
171489,low-saturated-fat
171489,sweet-sauces
171489,low-in-something
171489,berries
171489,novelty
171489,taste-mood
171489,sweet
180132,60-minutes-or-less
180132,time-to-make
180132,course
180132,main-ingredient
180132,cuisine
180132,preparation
180132,occasion
180132,south-west-pacific
180132,clear-soups
180132,soups-stews
180132,vegetables
180132,australian
180132,diabetic
180132,kid-friendly
180132,stove-top
180132,dietary
180132,free-of-something
180132,carrots
180132,greens
180132,taste-mood
180132,equipment
180132,number-of-servings
232073,time-to-make
232073,course
232073,main-ingredient
232073,preparation
232073,very-low-carbs
232073,appetizers
232073,seafood
232073,easy
232073,dips
232073,shrimp
232073,dietary
232073,low-sodium
232073,low-calorie
232073,low-carb
232073,low-in-something
232073,shellfish
232073,3-steps-or-less
232073,4-hours-or-less
180705,60-minutes-or-less
180705,time-to-make
180705,course
180705,main-ingredient
180705,preparation
180705,occasion
180705,main-dish
180705,beef
180705,easy
180705,pizza
180705,dietary
180705,one-dish-meal
180705,comfort-food
180705,low-carb
180705,inexpensive
180705,ground-beef
180705,low-in-something
180705,meat
180705,taste-mood
180705,savory
181765,time-to-make
181765,course
181765,cuisine
181765,preparation
181765,occasion
181765,north-american
181765,low-protein
181765,5-ingredients-or-less
181765,sauces
181765,condiments-etc
181765,american
181765,cajun
181765,southern-united-states
181765,easy
181765,beginner-cook
181765,heirloom-historical
181765,holiday-event
181765,summer
181765,dietary
181765,seasonal
181765,midwestern
181765,inexpensive
181765,savory-sauces
181765,low-in-something
181765,3-steps-or-less
195132,time-to-make
195132,course
195132,preparation
195132,occasion
195132,desserts
195132,holiday-event
195132,winter
195132,cakes
195132,seasonal
195132,taste-mood
195132,sweet
195132,4-hours-or-less
198312,course
198312,hand-formed-cookies
198312,desserts
198312,cookies-and-brownies
204805,curries
204805,60-minutes-or-less
204805,time-to-make
204805,course
204805,main-ingredient
204805,preparation
204805,occasion
204805,main-dish
204805,vegetables
204805,spicy
204805,broccoli
204805,cauliflower
204805,green-yellow-beans
204805,taste-mood
204805,savory
208980,30-minutes-or-less
208980,time-to-make
208980,course
208980,main-ingredient
208980,preparation
208980,lunch
208980,main-dish
208980,poultry
208980,easy
208980,chicken
208980,sandwiches
208980,meat
219118,60-minutes-or-less
219118,time-to-make
219118,course
219118,main-ingredient
219118,preparation
219118,side-dishes
219118,vegetables
219118,carrots
226398,60-minutes-or-less
226398,time-to-make
226398,course
226398,preparation
226398,low-protein
226398,very-low-carbs
226398,desserts
226398,easy
226398,beginner-cook
226398,cakes
226398,dietary
226398,low-sodium
226398,low-cholesterol
226398,low-saturated-fat
226398,low-calorie
226398,low-carb
226398,low-in-something
226398,3-steps-or-less
228530,60-minutes-or-less
228530,time-to-make
228530,course
228530,main-ingredient
228530,cuisine
228530,preparation
228530,side-dishes
228530,asian
228530,indian
228530,vegan
228530,vegetarian
228530,grains
228530,dietary
228530,pasta-rice-and-grains
240833,60-minutes-or-less
240833,time-to-make
240833,course
240833,main-ingredient
240833,cuisine
240833,preparation
240833,north-american
240833,main-dish
240833,pork
240833,easy
240833,beginner-cook
240833,dietary
240833,meat
240833,pork-loins
246902,60-minutes-or-less
246902,time-to-make
246902,course
246902,preparation
246902,occasion
246902,main-dish
246902,dinner-party
246902,one-dish-meal
246902,taste-mood
257496,15-minutes-or-less
257496,time-to-make
257496,course
257496,main-ingredient
257496,preparation
257496,for-1-or-2
257496,salads
257496,beef
257496,easy
257496,meat
257496,steak
257496,number-of-servings
257496,3-steps-or-less
319626,60-minutes-or-less
319626,time-to-make
319626,course
319626,main-ingredient
319626,preparation
319626,occasion
319626,breakfast
319626,eggs-dairy
319626,vegetarian
319626,eggs
319626,dietary
319626,low-calorie
319626,low-in-something
319626,brunch
342209,60-minutes-or-less
342209,time-to-make
342209,course
342209,preparation
342209,desserts
342209,cookies-and-brownies
353574,30-minutes-or-less
353574,time-to-make
353574,main-ingredient
353574,cuisine
353574,preparation
353574,healthy
353574,5-ingredients-or-less
353574,rice
353574,asian
353574,japanese
353574,easy
353574,low-fat
353574,dietary
353574,low-sodium
353574,low-cholesterol
353574,low-saturated-fat
353574,healthy-2
353574,low-in-something
353574,pasta-rice-and-grains
353574,white-rice
353574,medium-grain-rice
385620,60-minutes-or-less
385620,time-to-make
385620,course
385620,main-ingredient
385620,cuisine
385620,preparation
385620,north-american
385620,main-dish
385620,beef
385620,pasta
385620,american
385620,southern-united-states
385620,european
385620,italian
385620,creole
385620,one-dish-meal
385620,ground-beef
385620,meat
385620,pasta-rice-and-grains
385620,elbow-macaroni
387908,weeknight
387908,30-minutes-or-less
387908,time-to-make
387908,course
387908,preparation
387908,occasion
387908,salads
387908,easy
387908,beginner-cook
424415,weeknight
424415,time-to-make
424415,course
424415,main-ingredient
424415,cuisine
424415,preparation
424415,occasion
424415,5-ingredients-or-less
424415,side-dishes
424415,rice
424415,asian
424415,indian
424415,easy
424415,vegan
424415,vegetarian
424415,dietary
424415,pasta-rice-and-grains
424415,4-hours-or-less
441096,course
441096,main-ingredient
441096,preparation
441096,main-dish
441096,beef
441096,vegetables
441096,easy
441096,chili
441096,crock-pot-slow-cooker
441096,oamc-freezer-make-ahead
441096,ground-beef
441096,meat
441096,squash
441096,equipment
441096,presentation
441096,served-hot
441096,3-steps-or-less
441096,pumpkin
442352,15-minutes-or-less
442352,time-to-make
442352,course
442352,main-ingredient
442352,preparation
442352,for-1-or-2
442352,lunch
442352,eggs-dairy
442352,poultry
442352,vegetables
442352,easy
442352,cheese
442352,turkey
442352,sandwiches
442352,meat
442352,number-of-servings
442352,3-steps-or-less
442352,avocado
448298,60-minutes-or-less
448298,time-to-make
448298,course
448298,preparation
448298,occasion
448298,for-large-groups
448298,breads
448298,desserts
448298,easy
448298,holiday-event
448298,cakes
448298,coffee-cakes
448298,number-of-servings
462020,60-minutes-or-less
462020,time-to-make
462020,course
462020,preparation
462020,low-protein
462020,healthy
462020,pies-and-tarts
462020,desserts
462020,easy
462020,low-fat
462020,pies
462020,dietary
462020,low-sodium
462020,low-cholesterol
462020,low-saturated-fat
462020,low-in-something
462020,3-steps-or-less
487707,time-to-make
487707,course
487707,preparation
487707,occasion
487707,main-dish
487707,oven
487707,dinner-party
487707,dietary
487707,oamc-freezer-make-ahead
487707,low-carb
487707,low-in-something
487707,equipment
487707,4-hours-or-less
487707,meatloaf
487707,from-scratch
487707,reynolds-wrap
489197,60-minutes-or-less
489197,time-to-make
489197,course
489197,preparation
489197,main-dish
533126,30-minutes-or-less
533126,time-to-make
533126,course
533126,preparation
533126,desserts
21531,weeknight
21531,time-to-make
21531,course
21531,main-ingredient
21531,preparation
21531,desserts
21531,eggs-dairy
21531,pasta
21531,oven
21531,puddings-and-mousses
21531,dietary
21531,pasta-rice-and-grains
21531,equipment
21531,number-of-servings
21531,4-hours-or-less
33486,60-minutes-or-less
33486,time-to-make
33486,course
33486,main-ingredient
33486,cuisine
33486,preparation
33486,occasion
33486,north-american
33486,breads
33486,eggs-dairy
33486,vegetables
33486,american
33486,oven
33486,european
33486,dinner-party
33486,holiday-event
33486,english
33486,cheese
33486,dietary
33486,scones
33486,high-calcium
33486,comfort-food
33486,californian
33486,quick-breads
33486,high-in-something
33486,taste-mood
33486,equipment
36144,weeknight
36144,time-to-make
36144,course
36144,main-ingredient
36144,cuisine
36144,preparation
36144,occasion
36144,north-american
36144,desserts
36144,eggs-dairy
36144,american
36144,frozen-desserts
36144,freezer
36144,dietary
36144,comfort-food
36144,taste-mood
36144,equipment
36144,4-hours-or-less
39,weeknight
39,time-to-make
39,course
39,main-ingredient
39,cuisine
39,preparation
39,main-dish
39,poultry
39,asian
39,indian
39,chicken
39,stove-top
39,dietary
39,low-sodium
39,low-in-something
39,meat
39,chicken-breasts
39,chicken-thighs-legs
39,equipment
45119,60-minutes-or-less
45119,time-to-make
45119,course
45119,main-ingredient
45119,cuisine
45119,preparation
45119,yams-sweet-potatoes
45119,north-american
45119,low-protein
45119,side-dishes
45119,potatoes
45119,vegetables
45119,american
45119,easy
45119,vegetarian
45119,dietary
45119,low-cholesterol
45119,low-saturated-fat
45119,low-calorie
45119,low-in-something
45315,15-minutes-or-less
45315,time-to-make
45315,course
45315,main-ingredient
45315,preparation
45315,occasion
45315,low-protein
45315,sauces
45315,appetizers
45315,lunch
45315,condiments-etc
45315,eggs-dairy
45315,vegetables
45315,easy
45315,beginner-cook
45315,potluck
45315,diabetic
45315,dinner-party
45315,fall
45315,holiday-event
45315,kid-friendly
45315,picnic
45315,spring
45315,summer
45315,vegetarian
45315,winter
45315,dips
45315,stove-top
45315,dietary
45315,spicy
45315,new-years
45315,seasonal
45315,low-carb
45315,independence-day
45315,low-in-something
45315,taste-mood
45315,to-go
45315,equipment
45315,number-of-servings
45315,presentation
58758,15-minutes-or-less
58758,time-to-make
58758,course
58758,preparation
58758,low-protein
58758,healthy
58758,beverages
58758,low-fat
58758,smoothies
58758,dietary
58758,low-sodium
58758,low-cholesterol
58758,low-saturated-fat
58758,low-calorie
58758,low-in-something
71619,weeknight
71619,time-to-make
71619,course
71619,main-ingredient
71619,preparation
71619,main-dish
71619,pasta
71619,vegetables
71619,lasagna
71619,pasta-rice-and-grains
71619,broccoli
71619,4-hours-or-less
138839,60-minutes-or-less
138839,time-to-make
138839,course
138839,main-ingredient
138839,preparation
138839,occasion
138839,granola-and-porridge
138839,breakfast
138839,lunch
138839,eggs-dairy
138839,easy
138839,kid-friendly
138839,kosher
138839,vegetarian
138839,chocolate
138839,dietary
138839,brown-bag
138839,inexpensive
138839,toddler-friendly
138839,to-go
161899,time-to-make
161899,course
161899,main-ingredient
161899,cuisine
161899,preparation
161899,occasion
161899,north-american
161899,main-dish
161899,beef
161899,pork
161899,poultry
161899,rice
161899,seafood
161899,vegetables
161899,american
161899,cajun
161899,southern-united-states
161899,dinner-party
161899,summer
161899,shrimp
161899,chicken
161899,crock-pot-slow-cooker
161899,stove-top
161899,creole
161899,spicy
161899,one-dish-meal
161899,seasonal
161899,meat
161899,beef-sausage
161899,pork-sausage
161899,chicken-breasts
161899,pasta-rice-and-grains
161899,shellfish
161899,peppers
161899,tomatoes
161899,taste-mood
161899,equipment
162574,60-minutes-or-less
162574,time-to-make
162574,course
162574,main-ingredient
162574,cuisine
162574,preparation
162574,occasion
162574,north-american
162574,healthy
162574,breads
162574,easy
162574,kid-friendly
162574,grains
162574,dietary
162574,gifts
162574,low-cholesterol
162574,low-saturated-fat
162574,comfort-food
162574,inexpensive
162574,healthy-2
162574,quick-breads
162574,low-in-something
162574,pasta-rice-and-grains
162574,brunch
162574,taste-mood
181439,time-to-make
181439,course
181439,main-ingredient
181439,preparation
181439,occasion
181439,main-dish
181439,beans
181439,vegetables
181439,easy
181439,beginner-cook
181439,dinner-party
181439,holiday-event
181439,vegetarian
181439,stove-top
181439,dietary
181439,comfort-food
181439,taste-mood
181439,savory
181439,equipment
181439,4-hours-or-less
190875,time-to-make
190875,course
190875,main-ingredient
190875,cuisine
190875,preparation
190875,occasion
190875,north-american
190875,main-dish
190875,beef
190875,vegetables
190875,american
190875,oven
190875,easy
190875,roast
190875,beginner-cook
190875,dinner-party
190875,fall
190875,winter
190875,dietary
190875,seasonal
190875,low-calorie
190875,comfort-food
190875,oamc-freezer-make-ahead
190875,low-carb
190875,midwestern
190875,low-in-something
190875,meat
190875,roast-beef
190875,taste-mood
190875,equipment
190875,number-of-servings
190875,4-hours-or-less
224025,30-minutes-or-less
224025,time-to-make
224025,course
224025,preparation
224025,for-1-or-2
224025,low-protein
224025,5-ingredients-or-less
224025,condiments-etc
224025,easy
224025,dietary
224025,low-sodium
224025,garnishes
224025,low-in-something
224025,number-of-servings
228413,30-minutes-or-less
228413,time-to-make
228413,course
228413,main-ingredient
228413,cuisine
228413,preparation
228413,healthy
228413,soups-stews
228413,eggs-dairy
228413,pasta
228413,asian
228413,japanese
228413,easy
228413,low-fat
228413,eggs
228413,dietary
228413,low-saturated-fat
228413,low-calorie
228413,low-carb
228413,low-in-something
228413,pasta-rice-and-grains
243432,time-to-make
243432,course
243432,main-ingredient
243432,cuisine
243432,preparation
243432,occasion
243432,5-ingredients-or-less
243432,jams-and-preserves
243432,breakfast
243432,canning
243432,condiments-etc
243432,fruit
243432,german
243432,easy
243432,european
243432,berries
243432,strawberries
243432,brunch
243432,taste-mood
243432,savory
243432,sweet
243432,technique
243432,4-hours-or-less
254859,60-minutes-or-less
254859,time-to-make
254859,course
254859,main-ingredient
254859,preparation
254859,occasion
254859,low-protein
254859,healthy
254859,very-low-carbs
254859,sauces
254859,appetizers
254859,condiments-etc
254859,vegetables
254859,easy
254859,potluck
254859,holiday-event
254859,low-fat
254859,dips
254859,salsas
254859,food-processor-blender
254859,dietary
254859,low-sodium
254859,low-cholesterol
254859,low-saturated-fat
254859,low-calorie
254859,low-carb
254859,low-in-something
254859,tomatoes
254859,to-go
254859,equipment
254859,small-appliance
254859,3-steps-or-less
278406,30-minutes-or-less
278406,time-to-make
278406,course
278406,main-ingredient
278406,cuisine
278406,preparation
278406,occasion
278406,for-1-or-2
278406,lunch
278406,beef
278406,eggs-dairy
278406,german
278406,easy
278406,european
278406,kid-friendly
278406,russian
278406,cheese
278406,dietary
278406,sandwiches
278406,high-calcium
278406,comfort-food
278406,high-in-something
278406,meat
278406,taste-mood
278406,number-of-servings
287228,30-minutes-or-less
287228,time-to-make
287228,course
287228,main-ingredient
287228,preparation
287228,occasion
287228,low-protein
287228,very-low-carbs
287228,lunch
287228,main-dish
287228,vegetables
287228,easy
287228,dinner-party
287228,dietary
287228,low-sodium
287228,low-cholesterol
287228,low-saturated-fat
287228,low-calorie
287228,low-carb
287228,mushrooms
287228,low-in-something
287228,brunch
294427,ham
294427,60-minutes-or-less
294427,time-to-make
294427,course
294427,main-ingredient
294427,cuisine
294427,preparation
294427,salads
294427,pork
294427,vegetables
294427,easy
294427,european
294427,salad-dressings
294427,meat
294427,greens
396934,30-minutes-or-less
396934,time-to-make
396934,main-ingredient
396934,preparation
396934,beef
396934,poultry
396934,chicken
396934,dietary
396934,low-sodium
396934,veal
396934,low-in-something
396934,meat
414099,15-minutes-or-less
414099,time-to-make
414099,preparation
414099,healthy
414099,easy
414099,low-fat
414099,dietary
414099,low-calorie
414099,low-carb
414099,low-in-something
414099,3-steps-or-less
419187,60-minutes-or-less
419187,time-to-make
419187,course
419187,main-ingredient
419187,preparation
419187,main-dish
419187,pasta
419187,one-dish-meal
419187,pasta-rice-and-grains
419187,pasta-shells
422537,30-minutes-or-less
422537,time-to-make
422537,preparation
422537,for-large-groups
422537,easy
422537,number-of-servings
422537,3-steps-or-less
433486,lactose
433486,30-minutes-or-less
433486,time-to-make
433486,course
433486,main-ingredient
433486,cuisine
433486,preparation
433486,occasion
433486,north-american
433486,soups-stews
433486,potatoes
433486,vegetables
